Coin,Price,1h,24h,7d,24h Volume,Market Cap
"Gud Tech
GUD",0.01869,0.0,2.3,10.7,424051.0,15515968
"Castello Coin
CAST",0.07351,,,,73.31,15608900
"JUNO
JUNO",0.1946,1.0,20.2,26.7,1048488.0,15473923
"MON
MON",0.06528,1.5,1.3,25.8,2946711.0,15469455
"xSUSHI
XSUSHI",1.98,0.7,0.2,10.1,5930.09,15466280
"Kleros
PNK",0.02111,0.9,1.7,3.6,82250.99,15395731
"Alchemix USD
ALUSD",0.9887,0.0,0.5,0.5,172439.0,15380532
"Tectonic
TONIC",0.075906,0.8,0.1,5.5,54911.15,15358921
"Large Language Model
LLM",0.01534,0.2,11.2,77.4,12012064.0,15352975
"Shoggoth
SHOGGOTH",0.0153,0.3,11.7,39.5,2855992.0,15322716
"EternalAI
EAI",0.06937,2.6,15.0,44.6,159109.0,15301809
"MEMDEX100
MEMDEX",0.01488,14.4,33.9,278.3,7099440.0,15287888
"Nimiq
NIM",0.001195,0.0,9.2,13.0,239904.0,15237626
"higher
HIGHER",0.01522,7.3,65.2,36.4,600700.0,15216183
"Swarm Markets
SMT",0.184,0.5,8.8,5.7,961876.0,15199156
"Agoras: Tau Net
AGRS",0.8443,0.2,8.9,3.5,88308.12,15187972
"DeFiChain
DFI",0.01752,0.1,1.0,10.6,606716.0,15170700
"HbarSuite
HSUITE",0.001184,0.5,0.2,5.5,26004.94,15160095
"SingularityDAO
SDAO",0.1671,0.7,0.5,18.4,96049.35,15156927
"AlphBanX
ABX",0.1756,0.2,4.4,15.8,56530.59,15139634
"Jumbo Blockchain
JNFTC",25.48,0.1,0.0,8.6,19116.96,15132015
"WAGMI Games
WAGMIGAMES",0.057195,0.3,1.2,11.9,573850.0,15112680
"Sentinel
DVPN",0.0007133,0.3,10.7,17.7,444034.0,15067143
"TERA
TERA",0.02046,,,,0.0,15438446
"MNEE USD Stablecoin
MNEE",0.9985,0.2,0.4,0.1,84352.76,15014730
"Lion Cat
LCAT",0.04528,0.5,4.4,42.6,173199.0,15005124
"SYMMIO
SYMM",0.06145,1.6,1.0,2.2,16466.63,14989161
"Shrub
SHRUB",0.01569,0.5,14.1,40.7,1887532.0,14968493
"Spinning Cat
OIIAOIIA",0.01503,1.2,2.0,2.7,1515105.0,14958805
"Ellipsis [OLD]
EPS",0.02127,0.2,0.3,1.5,344.74,14853465
"AgentLayer
AGENT",0.03866,0.9,2.0,5.1,5749067.0,14811760
"Constellation Staked ETH
XRETH",3277.42,,,,6541.82,14824662
"AUSD
AUSD",1.0,0.1,0.2,0.6,4270930.0,14808864
"Metis Bridged WETH (Metis Andromeda)
WETH",3317.52,0.3,0.8,5.0,583187.0,14800962
"Extra Finance
EXTRA",0.04836,0.5,1.6,5.7,19968.7,14797048
"Meme TrumpCoin
TRUMP",0.0002243,2.5,2.4,48.8,12354.58,14794219
"Evan
EVAN",0.01476,0.8,2.3,6.4,1055955.0,14784257
"Black Unicorn Corp.
MOON",0.001093,0.6,1.1,0.5,14225.87,14754910
"BIG
BIG",0.0149,2.5,5.5,14.6,632118.0,14749909
"Panther AI
PAI",0.05276,0.4,0.3,11.7,2520548.0,14711327
"Binance-Peg EOS
EOS",0.8051,0.4,0.5,8.8,7821.33,14680337
"Scallop
SCA",0.1866,0.7,0.5,17.5,3687422.0,14671915
"Enecuum
ENQ",0.08232,,,,0.0,24154637
"Partisia Blockchain
MPC",0.05165,0.5,3.1,3.7,147096.0,14617407
"Strips Finance
STRP",0.4807,0.0,0.6,20.9,86.05,14557474
"Pandora
PANDORA",1455.71,0.2,1.3,6.0,2197213.0,14550620
"SolanaHub staked SOL
HUBSOL",274.74,0.3,0.1,5.2,257875.0,14486728
"SEDA
SEDA",0.04492,0.0,1.2,6.7,7415.98,14465076
"SEDA
SEDA",0.04492,0.0,1.2,6.7,7417.79,14468613
"JumpToken
JMPT",1.02,0.1,0.4,5.7,10170.29,14382125
"Lazio Fan Token
LAZIO",1.34,0.3,0.9,2.5,1927623.0,14366683
"Flux
FLUX",0.051279,0.0,0.3,0.4,271398.0,14291874
"Dynex
DNX",0.1437,1.3,3.8,3.5,664704.0,14285000
"Kepler
AVIA",0.1433,0.0,0.4,10.2,3788.25,14278949
"KIP
KIP",0.01145,1.4,10.8,2.1,3572648.0,14200167
"Numogram
GNON",0.01422,0.0,0.5,13.5,2343445.0,14169876
"Daige
DAIGE",0.01416,3.1,7.8,12.9,995325.0,14158732
"Katana Inu
KATA",0.0003792,1.9,1.4,9.2,214456.0,14149618
"NPC On Solana
NPCS",0.01411,7.8,34.7,83.9,1092331.0,14111990
"Veil Token
VEIL",0.1387,2.6,7.5,6.6,109304.0,14077442
"Der Daku
DAKU",0.01411,0.3,41.0,22.6,329119.0,14065064
"FLOCK
FLOCK",0.143,0.1,16.3,5.1,29365000.0,14003356
"SIPHER
SIPHER",0.1399,0.1,2.4,5.3,9238.71,13980617
"HyperFly
FLY",0.01272,1.0,61.1,,1711276.0,13959117
"Peercoin
PPC",0.4747,0.0,1.2,0.7,2102.93,13941540
"HahaYes
RIZO",3.333e-05,0.1,14.9,33.3,1745188.0,13903142
"LeisureMeta
LM",0.005347,5.4,10.1,14.4,11677589.0,13851657
"Mettalex
MTLX",3.4,2.8,3.0,26.4,98872.78,13819420
"Laqira Protocol
LQR",0.1584,0.1,0.6,9.1,206664.0,13807504
"Ozone Chain
OZO",0.2006,0.6,6.0,0.3,225702.0,15324019
"Goldcoin
GLC",0.01202,0.3,1.3,1.0,2711.54,13776299
"Manchester City Fan Token
CITY",1.65,0.7,1.0,5.8,1537272.0,13715360
"Abi
ABI",0.01369,0.7,0.2,20.5,223935.0,13699303
"Forgive Me Father
$PURGE",0.0137,0.5,6.3,97.6,374789.0,13695102
"Banana For Scale
BANANAS31",0.001367,0.8,6.5,12.5,2002833.0,13672741
"Hydro Protocol
HDRO",0.05064,0.1,0.8,12.3,100855.0,13665073
"Props
PROPS",0.05087,0.2,0.8,17.5,9949.43,13640996
"WHISP
WHISP",0.01345,3.2,27.8,38.6,4041964.0,13594593
"QBX
QBX",0.009811,0.3,7.7,21.7,288079.0,13543145
"Evernode
EVR",0.3741,2.3,2.9,33.5,60139.29,13530900
"Thala
THL",0.2518,0.1,0.5,13.5,122124.0,13529695
"Metahero
HERO",0.001447,0.0,0.7,4.5,83526.39,13523874
"Otherworld
OWN",0.3822,20.2,40.3,27.3,62533.42,13507199
"TANUKI•WISDOM (Runes)
🦝",0.04479,1.8,0.6,34.3,9618.41,13436351
"Avalanche Bridged DAI (Avalanche)
DAI",1.0,0.1,0.2,0.3,12876.24,13400494
"GAM3S.GG
G3",0.03846,0.8,4.5,17.5,383489.0,13382392
"bitsCrunch Token
BCUT",0.03607,0.3,3.5,24.4,1351469.0,13362684
"Hyperfy
HYPER",0.03012,1.5,1.1,46.3,2788158.0,13346946
"Alpine F1 Team Fan Token
ALPINE",1.17,0.6,0.4,3.5,1917460.0,13338175
"DecideAI
DCD",0.02779,0.1,3.5,7.4,92067.78,13333229
"BLUB
BLUB",0.073967,1.0,0.9,5.0,275254.0,13270529
"Viberate
VIB",0.07266,2.5,3.6,4.9,1353672.0,13267871
"BabyBoomToken
BBT",0.07978,0.1,8.1,5.9,175931.0,13260532
"Efinity
EFI",0.1525,3.2,2.1,7.3,73335.22,13253975
"WazirX
WRX",0.02894,1.2,5.3,6.7,79516.73,13211492
"Pintu
PTU",0.179,0.3,1.4,5.7,11007.99,13198563
"FLORK CTO
FLORK",0.01398,0.9,11.3,0.1,1304501.0,13154991
"MAGA Hat
MAGA",3.198e-05,1.5,8.6,57.9,6995685.0,13138276
"DexCheck AI
DCK",0.01848,2.2,2.5,5.2,276836.0,13027936
"Max on ETH
MAXETH",1.295e-05,0.2,2.6,0.5,253853.0,12973474
"Rake.com
RAKE",0.0001887,0.8,1.1,10.6,835219.0,12968690
"Atlas Navi
NAVI",0.07939,1.2,3.0,22.9,130797.0,12960023
"Vector Smart Gas
VSG",0.001394,0.1,9.6,18.0,207116.0,12913866
"Stader BNBx
BNBX",749.29,0.1,0.4,1.5,2883.96,12861381
"PAW
PAW",0.071285,0.3,1.1,8.9,372588.0,12849633
"YieldNest Restaked ETH
YNETH",3338.42,0.0,0.8,3.3,253.56,12843665
"Wrapped Mantle
WMNT",1.18,0.4,1.8,14.8,2055361.0,12820712
"Massa
MAS",0.05378,0.0,2.7,22.5,156461.0,12768271
"Zenrock
ROCK",0.03895,0.1,0.1,4.6,161505.0,12755445
"CANTO
CANTO",0.02096,0.5,4.3,20.7,388964.0,12733931
"DFI.money
YFII",320.07,0.2,0.7,8.9,1900651.0,12717084
"Pibble
PIB",0.0005258,0.2,2.7,10.7,56072.22,12701791
"Toby ToadGod
TOBY",0.07336,8.1,34.4,22.2,118904.0,12700484
"Whine Coin
WHINE",0.0001408,,,,200.17,12667723
"Bunni
LIT",0.03673,0.1,1.2,8.5,173438.0,12675813
"Saito
SAITO",0.004217,0.1,0.8,11.8,143508.0,12646190
"DEPIN
DEPIN",0.01313,0.6,2.9,18.7,38112.74,12642763
"Luckycoin
LKY",0.7718,4.3,13.6,34.7,339645.0,12637352
"Buying.com
BUY",0.02056,0.0,1.5,17.9,9423.83,12633336
"Shrapnel
SHRAP",0.01497,0.2,2.4,23.5,414533.0,12633347
"MAD
MAD",1.263e-05,1.2,2.6,22.2,1210701.0,12614786
"Comtech Gold
CGO",88.73,0.3,0.1,2.5,603584.0,12602230
"Dolan Duck
DOLAN",0.1285,4.8,1.5,20.4,804223.0,12572036
"CryptoFarmers
FARM",0.4564,0.6,7.3,8.6,8275.1,12544612
"Solcasino Token
SCS",0.00247,1.3,1.3,3.2,56289.56,12547267
"SuiAI
SUAI",0.01255,1.0,5.0,42.3,1755413.0,12540095
"Fractal Bitcoin
FB",1.12,0.8,3.4,34.6,1308548.0,12497815
"Openfabric AI
OFN",0.09285,2.6,0.5,11.7,285353.0,12495568
"Aeternity
AE",0.029,1.0,1.9,11.9,379069.0,12488102
"UPCX
UPC",2.99,0.1,0.3,4.5,956131.0,12415690
"Polaris Share
POLA",0.02506,1.3,0.0,16.0,2865340.0,12407774
"PLAYA3ULL GAMES
3ULL",0.001001,0.0,2.3,17.1,540129.0,12361766
"Luce
LUCE",0.01237,0.2,11.0,27.7,5531199.0,12345337
"Blockasset
BLOCK",0.06186,0.3,3.3,29.7,327514.0,12332991
"UFO Gaming
UFO",0.064771,0.0,1.3,6.8,565393.0,12293638
"BeethovenX sFTMX
SFTMX",0.6201,1.1,0.4,13.2,32006.32,12293279
"Musk It
MUSKIT",0.01228,0.5,0.3,36.4,1705980.0,12276752
"Stargaze
STARS",0.00466,0.4,1.4,15.0,45494.34,12271942
"Jeff
JEFF",12.19,4.3,5.4,14.4,195528.0,12174031
"WINR Protocol
WINR",0.02423,0.7,2.6,15.9,34226.4,12128275
"Harold
HAROLD",0.01209,3.9,0.9,18.0,147912.0,12090562
"ParagonsDAO
PDT",0.09712,0.0,1.9,6.1,8975.1,12075955
"BullDogito
BDOGITO",0.02738,1.4,11.4,421.7,350546.0,12066929
"chrono.tech
TIME",16.97,0.4,1.0,6.1,211925.0,12060368
"Oxygen
OXY",0.05939,4.1,1501.0,28.0,111621.0,12021392
"Dickbutt
DICKBUTT",0.0001172,15.7,62.7,31.0,1051784.0,12018645
"Socrates
SOC",0.02059,2.0,7.6,33.5,514.72,12012426
"Realis Worlds
REALIS",0.01255,4.3,10.1,1.3,1357211.0,11999648
"Virtua
TVK",0.07843,0.0,0.8,14.2,115791.0,11987745
"Pluton
PLU",1.24,0.5,3.9,13.0,159126.0,11984850
"Furmula
FURM",0.01587,4.3,3.3,21.7,5653832.0,11935234
"Galatasaray Fan Token
GAL",1.75,1.1,1.5,1.3,608136.0,11893787
"Equilibria Finance ePENDLE
EPENDLE",1.46,,0.2,0.4,557.99,11930269
"Epic Cash
EPIC",0.6515,0.1,5.5,12.3,5011.0,11867086
"WiFi Map
WIFI",0.02243,0.7,0.3,8.6,437176.0,11870208
"MINATIVERSE
MNTC",2.17,3.5,3.3,0.8,4121721.0,11863472
"Wrapped STEAMX
WSTEAMX",0.05653,0.1,0.8,0.9,78.64,31001100
"Muhdo Hub
DNA",0.01751,2.3,13.0,45.4,244446.0,11824067
"Baby Shark Meme
BABYSHARK",0.01392,2.0,11.9,26.0,2736800.0,11820606
"Kwenta
KWENTA",22.21,1.1,2.9,9.5,109346.0,11822931
"Phantasma
SOUL",0.09513,4.1,4.5,28.7,209577.0,11811448
"Catbal
$CATBAL",11.78,0.2,2.0,22.0,139217.0,11772198
"YUSD Stablecoin
YUSD",0.9944,,0.5,0.5,1.59,11793896
"CatSlap
SLAP",0.001477,1.1,10.2,19.4,364091.0,11758804
"zkSync Bridged WBTC (zkSync)
WBTC",104563.0,0.5,0.3,0.1,66755.16,11750645
"VaultCraft
VCX",0.01551,0.1,0.3,8.6,43.92,11737340
"Dickbutt
DICKBUTT",0.0001172,15.7,62.7,31.0,1051784.0,11723882
"Aurory
AURY",0.1689,0.1,0.6,9.3,17050.81,11709035
"Numerico
NWC",0.06893,0.3,2.0,9.1,12881.58,11683648
"Port3 Network
PORT3",0.02883,0.0,2.4,24.0,1176535.0,11676753
"xExchange
MEX",0.052781,0.7,0.8,14.6,240685.0,11648855
"Flux Protocol
FLX",0.04318,0.0,0.2,24.3,3234.89,11593607
"REECOIN
REE",0.02529,,,,72158.03,12603545
"Sora Labs
SORA",0.01187,2.7,16.8,246.5,3238772.0,11583502
"Rebel Cars
RC",0.01366,0.1,6.8,13.2,118154.0,11552099
"All Will Retire
AWR",0.01196,13.3,21.7,1376.8,4293935.0,11542803
"LEOX
LEOX",0.1994,0.0,2.6,6.2,14827.4,11542574
"Datamall Coin
DMC",0.03008,0.6,14.4,20.8,196203.0,11537870
"Beny Bad Boy
BBB",0.004831,0.0,0.2,2.2,25702.68,11528014
"Drop Staked ATOM
DATOM",6.62,0.2,0.4,3.2,266957.0,11525221
"Nexa
NEXA",0.051605,1.2,0.0,10.8,150911.0,11520022
"stake.link
SDL",0.7258,0.1,3.3,10.8,26482.84,11498213
"AXEL
AXEL",0.08502,0.1,5.4,64.3,3659.87,11489707
"Bitcoin Diamond
BCD",0.06095,1.2,3.7,17.1,4112.69,11468814
"Vestra DAO
VSTR",0.008442,0.2,0.1,8.0,13184.76,11413163
"Ovr
OVR",0.2216,0.3,3.3,24.8,3745908.0,11363386
"Kriya
KDX",0.2176,2.3,8.3,,54757.67,11366652
"Spacemesh
$SMH",0.1578,0.9,0.8,9.8,2102626.0,11335374
"StarSlax
SSLX",0.0041,0.3,5.7,10.1,594883.0,11320310
"Atletico Madrid Fan Token
ATM",1.83,0.3,0.1,5.1,844121.0,11302596
"AS Roma Fan Token
ASR",1.73,0.0,1.2,4.3,1043522.0,11291146
"Vite
VITE",0.01017,0.6,0.1,2.2,920481.0,11274767
"Polimec
PLMC",0.1857,0.0,1.2,9.1,129243.0,11264737
"Typus
TYPUS",0.05629,1.2,2.8,11.2,4615.3,11257947
"Ta-da
TADA",0.0177,0.0,0.6,15.9,176808.0,11261298
"XDB CHAIN
XDB",0.0006586,0.1,0.9,22.7,376190.0,11257153
"Ethernus
ETUS",0.01322,2.0,0.4,33.4,94.67,11238029
"BurnedFi
BURN",0.8498,0.2,3.1,4.7,77721.19,11241082
"MOE
MOE",0.101,0.1,3.2,18.6,82477.43,11200419
"ISLAND Token
ISLAND",0.06951,3.9,12.7,15.9,2322012.0,11193149
"QORPO WORLD
QORPO",0.09645,1.4,13.4,1.6,411088.0,11190282
"WEMIX Dollar
WEMIX$",0.7687,0.4,1.8,1.5,296985.0,11157769
"StakeWise
SWISE",0.02013,0.2,1.1,10.1,1753.64,11150651
"NATIX Network
NATIX",0.0006372,0.5,5.0,6.8,145484.0,11147558
"Memes AI
MEMESAI",0.01113,0.1,17.2,32.2,1597364.0,11128468
"Bear In Bathrobe
BIB",0.01112,6.8,35.2,,265745.0,11115712
"Increment Staked FLOW
STFLOW",0.8341,0.2,0.1,6.2,18173.02,11081820
"Ethix
ETHIX",0.157,0.6,0.1,3.3,89.86,11070459
"Hipo Governance Token
HPO",0.01381,1.2,1.4,11.8,2843.94,11039737
"Osmosis allBTC
BTC",104888.0,0.0,0.0,0.2,1622452.0,11035412
"Archway
ARCH",0.01956,0.2,0.0,9.0,18888.38,11021613
"Thales
THALES",0.1849,0.5,1.7,5.8,74809.07,11002358
"Dmail Network
DMAIL",0.1412,1.0,9.3,23.1,1343537.0,10978536
"Keep3rV1
KP3R",21.24,0.2,0.6,4.9,618650.0,10973228
"AIT Protocol
AIT",0.03829,1.7,6.9,9.1,201207.0,10977191
"Defi.money
MONEY",0.9984,0.2,0.2,0.4,5518.69,10958863
"Multibit
MUBI",0.01148,0.3,1.3,35.2,3210068.0,10940708
"Arbius
AIUS",49.26,1.1,5.1,25.7,82624.46,10937933
"Juventus Fan Token
JUV",1.37,0.3,1.1,5.6,1221300.0,10921477
"AI Shell NOVA
NOVA",0.01089,1.2,15.0,39.5,463273.0,10890353
"Cerebrum
CBM",0.01076,15.7,11.0,,1387702.0,10872677
"SolForge Fusion
SFG",2.12,0.6,1.2,5.8,59353.29,10864893
"BUILD
BUILD",0.01061,7.4,17.7,55.0,4087589.0,10862838
"ViralMind
VIRAL",0.01123,5.6,28.4,,1761695.0,10845574
"Xelis
XEL",5.09,0.5,7.4,6.2,733328.0,10821712
"BONGO CAT
BONGO",0.01088,1.4,5.0,34.9,464400.0,10813207
"Sillynubcat
NUB",0.01081,0.6,1.2,33.5,2159729.0,10807615
"Heurist
HEU",0.09749,0.7,4.9,10.3,455024.0,10771581
"Patriot
PATRIOT",0.001076,0.7,14.5,61.2,343705.0,10755514
"Penpie
PNP",2.03,0.9,1.3,5.6,9503.32,10754190
"RUSSELL
RUSSELL",0.01105,9.3,141.5,89.0,1670537.0,10728540
"LIF3 (OLD)
LIF3",0.00408,0.6,24.0,41.5,12713.55,10652258
"Rally
RLY",0.002119,0.2,3.4,1.7,290288.0,10623877
"XCAD Network
XCAD",0.1769,0.2,0.5,11.4,903044.0,10619139
"Beeper Coin
BEEPER",0.001062,0.1,9.3,3.3,32865.66,10615396
"Dtravel
TRVL",0.02634,0.3,0.3,0.7,73806.34,10612600
"Laika AI
LKI",0.02472,2.1,6.7,19.3,1179620.0,10579363
"InfinitiCoin
INCO",0.01424,0.0,0.8,18.5,191.97,10572928
"Muse DAO
MUSE",11.12,0.9,1.6,3.2,454883.0,10568031
"QASH
QASH",0.01298,0.0,7.3,4.1,19.83,10559349
"Decimal
DEL",0.0009489,0.1,2.4,2.3,434.91,10552653
"e-Radix
EXRD",0.01267,0.1,2.0,19.9,61188.55,10537948
"Zeta
ZEX",0.05533,0.7,6.2,3.4,846313.0,10525009
"Hyperlauncher
LAUNCH",0.2077,0.1,3.9,7.6,41498.32,10516527
"Molecules of Korolchuk IP-NFT
VITA-FAST",10.5,1.2,0.2,3.8,166.98,10500198
"Neurobro
BRO",0.01314,4.9,5.6,29.7,341272.0,10494230
"Fact0rn
FACT",11.83,0.9,5.3,4.9,201991.0,10491640
"Mizuki
MIZUKI",0.01047,4.2,13.3,1.7,394361.0,10464109
"Harambe on Solana
HARAMBE",0.0105,1.5,3.7,21.6,333338.0,10448382
"imgnAI
IMGNAI",0.01342,0.2,0.0,12.1,633767.0,10429545
"Primate
PRIMATE",0.006342,0.2,0.8,4.0,8.22,10422955
"SuperWalk GRND
GRND",0.06348,0.5,3.1,5.7,1171230.0,10382228
"TON Station
SOON",0.0001496,0.2,2.7,14.2,115173.0,10371661
"W Coin
WCO",0.003567,1.5,4.2,3.3,376315.0,10357893
"Strategic Bitcoin Reserve
SBR",0.492,0.9,8.9,65.1,1607251.0,10355126
"VNX Swiss Franc
VCHF",1.11,0.0,0.4,1.4,173758.0,10348055
"VGX Token
VGX",0.0113,0.4,7.9,14.1,1159395.0,10335321
"RWAX
APP",0.009062,1.0,14.6,50.4,1741682.0,10306704
"Eesee
ESE",0.02709,0.1,3.1,0.7,1877031.0,10300294
"Morpheus Network
MNW",0.2737,0.4,0.5,6.0,89382.23,10299816
"Worldwide USD
WUSD",0.9997,0.0,0.0,0.1,2540585.0,10294168
"IQ6900
IQ",0.01029,2.8,51.7,11.7,5435437.0,10286331
"Data Ownership Protocol
DOP",0.001159,3.2,67.0,2.4,11285141.0,10285231
"Polytrader by Virtuals
POLY",0.01026,2.6,14.0,38.8,462271.0,10242969
"Smoking Chicken Fish
SCF",0.01023,0.9,4.4,32.3,1426523.0,10237117
"EarnBet
EBET",0.002217,0.2,0.2,1.2,219.53,10222701
"ProtoKOLs
KOL",1.02,1.8,2.4,8.8,22667.76,10210833
"Shido
SHIDO",0.0005682,0.1,2.4,11.0,302721.0,10209850
"Wise
WISE",0.2108,0.5,0.0,6.7,45027.89,10198574
"Vtrading
VTRADING",0.01009,0.2,0.5,0.1,31675.07,10158332
"KiboShib
KIBSHI",1.012e-05,0.6,8.7,25.4,604067.0,10128693
"Thales AI
THALES",0.01012,2.4,2.0,5.6,378789.0,10114364
"UNCX Network
UNCX",279.61,0.2,1.3,2.7,3943.18,10111411
"Soil
SOIL",0.4392,0.2,0.7,14.1,37079.75,10101277
"Twin Protocol
TWIN",0.04139,0.7,1.0,12.3,63529.6,10097287
"Arianee
ARIA20",0.09384,0.0,0.8,4.4,7.89,10076619
"dogi
DOGI",0.4798,0.4,3.5,10.8,23834.72,10077540
"Tron Bull
BULL",0.01007,4.4,1.9,6.6,615724.0,10063381
"LushAI
LUSH",0.00166,0.2,0.4,28.9,29319.38,10038450
"Gluteus Maximus by Virtuals
GLUTEU",0.01003,0.1,2.0,30.3,548268.0,10033953
"believe in something
DTF",0.01004,1.6,2.0,31.5,1140953.0,10016738
"LORDS
LORDS",0.06256,1.0,5.0,8.1,65262.18,10019066
"Mintlayer
ML",0.05661,3.4,10.9,7.3,379277.0,10017777
"BOB Token
BOB",1.452e-05,0.5,0.3,23.6,2107360.0,10015974
"SaitaChain Coin
STC",0.0002372,0.1,2.4,2.9,120272.0,10013994
"XX Network
XX",0.03796,0.8,5.3,16.1,39077.28,9997380
"just buy $1 worth of this coin
$1",0.009993,1.9,14.3,55.0,11807143.0,9992668
"Domani Protocol
DEXTF",0.1515,3.7,7.6,19.3,43113.26,9972216
"MUX Protocol
MCB",2.62,2.6,3.9,4.2,165.24,9949241
"Bifrost
BNC",0.2174,0.1,2.3,1.2,1127688.0,9949468
"DOVU
DOVU",0.001039,0.4,3.2,22.3,104030.0,9943155
"GertrudeDataPig
GDP",0.01036,1.3,2.9,7.9,121872.0,9934746
"Chainge
XCHNG",0.0201,0.2,1.5,13.9,445692.0,9933346
"Mars Protocol
MARS",0.0223,0.4,7.9,10.6,8655.0,9896973
"FEED EVERY GORILLA
FEG",0.0001006,0.8,1.3,44.8,173676.0,9869949
"DeFi Kingdoms
JEWEL",0.08746,0.8,3.8,12.7,64626.44,9866521
"Financie Token
FNCT",0.002752,1.2,2.9,2.4,81619.91,9850848
"EverValue Coin
EVA",0.689,0.1,0.5,2.0,32234.6,9845253
"Bitcoin Pro
BTCP",76.29,0.0,15.6,2.8,10838.77,9842111
"Mdex (HECO)
MDX",0.01035,1.3,9.0,22.7,88915.3,9830519
"KlimaDAO
KLIMA",0.5767,0.1,2.3,1.3,69271.0,9834548
"KWEEN
KWEEN",0.009832,0.2,1.2,2.1,101756.0,9832019
"Libra Incentix
LIXX",0.00146,0.4,0.3,1.7,656644.0,9782962
"King Protocol
KING",1730.6,0.1,3.7,11.5,29549.59,9774133
"Wrapped USDM
WUSDM",1.07,0.1,0.2,0.3,283307.0,9747750
"SNAP
$NAP",0.055935,0.4,0.2,7.4,613181.0,9744564
"Carbon Browser
CSIX",0.01701,1.7,2.8,4.2,985513.0,9724298
"Ledger AI
LEDGER",0.004512,0.1,1.6,32.7,29749.27,9722659
"Tarot
TAROT",0.1469,0.5,1.2,10.2,25020.17,9711963
"Project Plutus
PPCOIN",0.009691,1.1,17.0,27.4,159089.0,9690788
"Serum
SRM",0.02596,3.5,2.4,12.7,267904.0,9676453
"draiftking
DKING",0.4608,1.5,8.9,62.7,324359.0,9676132
"Mysterium
MYST",0.2982,0.1,2.1,4.2,66556.3,9666494
"Dero
DERO",0.7637,9.7,9.5,19.0,51828.96,9627988
"Camel Dad
CAMEL",0.001235,0.8,0.9,5.4,177519.0,9620644
"GYEN
GYEN",0.006193,0.1,0.8,0.9,18785.53,9610506
"Loomlay
LAY",0.06729,4.1,21.7,90.9,2078816.0,9606598
"L2 Standard Bridged WETH (Mode)
WETH",3313.85,0.0,0.7,1.2,1035343.0,9594676
"Party
PARTY",0.004646,1.0,2.5,24.2,198123.0,9521341
"INCASWAP
INCA",9.92,,,,87604.52,9428261
"cUNI
CUNI",0.2444,0.0,2.6,15.9,30.07,9488770
"Solanium
SLIM",0.09453,0.4,1.0,23.2,515983.0,9481023
"Decentral Games
DG",0.01011,7.0,0.2,5.5,600.48,9476831
"RCH Token
RCH",0.3632,0.5,0.6,1.2,452717.0,9415284
"Xbit
XBT",0.01088,,,,0.01928,9389175
"Moontax
CPAI",0.09381,0.2,3.4,35.0,45817.6,9381088
"Pepe 2.0
PEPE2.0",0.071995,0.3,0.3,19.5,917929.0,9371867
"Opus
OPUS",0.009366,2.2,6.2,23.8,1542781.0,9365344
"PinGo
PINGO",0.3657,1.4,0.9,27.7,1618710.0,9361871
"Rejuve.AI
RJV",0.01523,0.3,0.8,12.7,959126.0,9353670
"Griffain New Hedge Fund
CITADAIL",0.00935,0.6,1.4,29.7,1212884.0,9350331
"MoonDog AI
MDOGAI",0.009341,0.0,2.9,19.6,4084.82,9341033
"Blendr Network
BLENDR",0.2339,1.7,2.3,31.9,248928.0,9344655
"Crust Network
CRU",0.3576,1.3,0.8,5.7,171932.0,9322491
"Brett (ETH)
BRETT",0.1363,0.9,5.3,5.0,726990.0,9290173
"AC Milan Fan Token
ACM",1.34,0.5,0.3,3.2,1161440.0,9271609
"Cerebrum DAO
NEURON",0.0005156,0.2,8.2,22.5,13992.26,9263958
"INT OS
INTOS",0.003292,2.7,0.9,50.2,442258.0,9217979
"SpaceN
SN",0.2299,0.0,2.9,11.2,19.68,9197810
"KardiaChain
KAI",0.001925,0.1,5.6,7.3,116047.0,9189827
"GameGPT
DUEL",0.002038,0.1,2.5,14.1,574920.0,9169872
"MantaDAO
MNTA",0.1411,0.4,0.2,4.8,47631.92,9168371
"MyStandard
MYST",0.04163,0.1,16.6,31.5,12447.4,9158295
"ROACORE
ROA",0.01989,0.0,7.4,24.8,2808739.0,9160533
"nomAI
NOMAI",0.009149,0.5,9.6,51.4,68262.37,9147641
"nftxbt by Virtuals
NFTXBT",0.009192,4.5,7.1,36.9,182171.0,9143258
"Troll
TROLL",0.089539,0.6,2.4,12.6,3269626.0,9144884
"Phil
PHIL",0.00914,0.1,2.5,20.4,6009934.0,9140053
"Phil
PHIL",0.009139,0.1,2.5,20.4,6024954.0,9140053
"Resistance Dog
REDO",0.09126,3.9,0.9,30.9,1635097.0,9138356
"PiP
PIP",11.59,0.6,8.2,33.6,223261.0,9108840
"Plugin
PLI",0.04724,0.2,1.9,17.5,807605.0,9101836
"RocketX Exchange
RVF",0.09424,0.1,0.3,5.3,57482.43,9089427
"Ambire Wallet
WALLET",0.01331,0.1,0.4,1.2,1746870.0,9071851
"KCC Bridged USDT (Kucoin Community Chain)
USDT",1.01,0.6,1.3,0.5,2043.42,9056947
"r/CryptoCurrency Moons
MOON",0.1138,0.3,0.5,1.0,28915.31,9040514
"Blocksquare
BST",0.1611,0.1,0.4,13.4,228072.0,9021814
"BOSagora
BOA",0.01681,6.4,4.5,24.5,2913995.0,9012522
